taxon,tvk,start_day,start_month,end_day,end_month,stage
Xanthorhoe spadicearia,NHMSYS0021143920,15,4,15,9,mature
Xanthorhoe spadicearia/ferrugata,NHMSYS0001703678,15,4,30,9,mature
Xenolechia aethiops,NHMSYS0000504665,21,3,7,6,mature
Xestia agathina,NBNSYS0000006226,21,7,15,10,mature
Xestia agathina agathina,NHMSYS0021144937,21,7,15,10,mature
Xestia agathina hebridicola,NHMSYS0021144938,21,7,15,10,mature
Xestia alpicola,NHMSYS0000523349,21,6,15,8,mature
Xestia alpicola alpicola,NHMSYS0021144945,21,6,15,8,mature
Xestia alpicola alpina,NHMSYS0021144948,21,6,15,8,mature
Xestia ashworthii,NBNSYS0000006220,1,6,15,8,mature
Xestia baja,NHMSYS0021144934,21,6,21,9,mature
Xestia c-nigrum,NBNSYS0000006217,1,5,15,11,mature
Xestia castanea,NHMSYS0000504669,15,6,15,10,mature
Xestia ditrapezium,NHMSYS0021144942,1,6,31,8,mature
Xestia sexstrigata,NBNSYS0000006224,21,6,21,9,mature
Xestia stigmatica,NHMSYS0021144935,21,6,15,9,mature
Xestia triangulum,NBNSYS0000006219,15,5,15,9,mature
Xestia xanthographa,NHMSYS0021144939,1,6,31,10,mature
Xylena exsoleta,NBNSYS0000006335,7,6,1,9,mature
Xylena solidaginis,NHMSYS0021144740,1,8,15,10,mature
Xylena vetusta,NHMSYS0021144742,7,6,21,8,mature
Xylocampa areola,NBNSYS0000006336,15,2,31,5,mature
Xystophora pulveratella,NHMSYS0000504676,1,5,30,6,mature
Yponomeuta cagnagella,NHMSYS0021142458,15,6,15,9,mature
Yponomeuta evonymella,NHMSYS0000504685,7,6,15,9,mature
Yponomeuta irrorella,NBNSYS0000026009,1,7,31,8,mature
Yponomeuta malinellus,NHMSYS0000504687,15,6,15,9,mature
Yponomeuta padella,NHMSYS0000504688,15,5,15,9,mature
Yponomeuta plumbella,NHMSYS0021142460,1,7,30,9,mature
Yponomeuta rorrella,NHMSYS0000504690,1,7,31,8,mature
Yponomeuta sedella,NBNSYS0100006025,1,4,30,9,mature
Ypsolopha alpella,NHMSYS0021142479,1,7,31,10,mature
Ypsolopha asperella,NHMSYS0000504696,1,5,31,7,mature
Ypsolopha dentella,NHMSYS0000504698,1,7,30,9,mature
Ypsolopha horridella,NHMSYS0000504699,1,7,30,9,mature
Ypsolopha lucella,NHMSYS0000504700,1,7,30,9,mature
Ypsolopha mucronella,NHMSYS0000504701,1,1,31,12,mature
Ypsolopha nemorella,NHMSYS0000504702,1,6,31,8,mature
Ypsolopha parenthesella,NHMSYS0000504703,15,6,31,10,mature
Ypsolopha scabrella,NHMSYS0000504705,1,6,31,10,mature
Ypsolopha sequella,NHMSYS0000504706,1,6,31,10,mature
Ypsolopha sylvella,NHMSYS0000504707,1,7,31,10,mature
Ypsolopha ustella,NHMSYS0000504708,1,1,31,12,mature
Ypsolopha vittella,NHMSYS0000504709,1,7,15,10,mature
Zanclognatha lunalis,NBNSYS0100006031,1,7,21,7,mature
Zanclognatha zelleralis,NBNSYS0100006033,1,5,30,9,mature
Zeiraphera griseana,NHMSYS0021143278,1,7,30,9,mature
Zeiraphera isertana,NHMSYS0000504715,21,5,15,9,mature
Zeiraphera ratzeburgiana,NHMSYS0021143281,21,6,30,9,mature
Zeiraphera rufimitrana,NHMSYS0000504716,1,7,31,7,mature
Zelleria hepariella,NHMSYS0000504718,1,5,30,6,mature
Zelleria oleastrella,NHMSYS0021142464,1,6,31,10,mature
Zeuzera pyrina,NBNSYS0000005661,1,6,31,8,mature
Zophodia grossulariella,NHMSYS0021143664,1,4,30,6,mature
Zygaena exulans,NHMSYS0000520663,21,6,15,7,mature
Zygaena exulans exulans,NHMSYS0021143430,21,6,15,7,mature
Zygaena exulans subochracea,NHMSYS0021143431,21,6,15,7,mature
Zygaena filipendulae,NBNSYS0000005670,21,5,15,9,mature
Zygaena filipendulae filipendulae,NHMSYS0021143437,21,5,15,9,mature
Zygaena filipendulae pulcherrima,NHMSYS0021143439,21,5,15,9,mature
Zygaena filipendulae stephensi,NHMSYS0021143438,21,5,31,8,mature
Zygaena lonicerae,NBNSYS0000005677,21,5,15,8,mature
Zygaena lonicerae insularis,NHMSYS0021143442,21,5,15,8,mature
Zygaena lonicerae jocelynae,NHMSYS0021143443,21,5,15,8,mature
Zygaena lonicerae latomarginata,NHMSYS0021143441,21,5,15,8,mature
Zygaena lonicerae lonicerae,NHMSYS0021143440,21,5,15,8,mature
Zygaena lonicerae/trifolii,NHMSYS0020083546,1,5,21,8,mature
Zygaena loti,NHMSYS0000520668,1,6,15,7,mature
Zygaena loti loti,NHMSYS0021143427,1,6,15,7,mature
Zygaena loti scotica,NHMSYS0021143429,1,6,15,7,mature
Zygaena purpuralis,NHMSYS0000520673,21,5,15,7,mature
Zygaena purpuralis caledonensis,NHMSYS0021143423,21,5,15,7,mature
Zygaena purpuralis purpuralis,NHMSYS0021143422,21,5,15,7,mature
Zygaena purpuralis sabulosa,NHMSYS0021143425,21,5,15,7,mature
Zygaena purpuralis segontii,NHMSYS0021143424,21,5,15,7,mature
Zygaena trifolii,NBNSYS0000005673,1,5,21,8,mature
Zygaena trifolii decreta,NHMSYS0021143445,1,5,21,8,mature
Zygaena trifolii palustrella,NHMSYS0021143446,1,5,21,8,mature
Zygaena trifolii subsyracusia,NHMSYS0021143447,1,5,21,8,mature
Zygaena trifolii trifolii,NHMSYS0021143444,1,5,21,8,mature
Zygaena viciae,NHMSYS0000520678,15,6,7,7,mature
Zygaena viciae argyllensis,NHMSYS0021143436,15,6,7,7,mature
Zygaena viciae viciae,NHMSYS0021143433,15,6,7,7,mature
Zygaena viciae ytenensis,NHMSYS0021143435,15,6,7,7,mature
